list-none-s,12,1000,1,36000,4814675541,133740
list-none-m,12,1000,1,36000,980368659,27232
list-none-s,12,1000,1,36000,6558606850,182183
list-none-m,12,1000,1,36000,862767601,23965
list-none-s,12,1000,1,36000,6397773400,177715
list-none-m,12,1000,1,36000,816227230,22672
list-none-s,12,1000,1,36000,4750591243,131960
list-none-m,12,1000,1,36000,1021776298,28382
list-none-s,12,1000,1,36000,5587023585,155195
list-none-m,12,1000,1,36000,918830139,25523
list-none-s,12,1000,1,36000,5575848822,154884
list-none-m,16,1000,1,48000,1505369469,31361
list-none-s,16,1000,1,48000,14844133864,309252
list-none-m,16,1000,1,48000,1965164213,40940
list-none-s,16,1000,1,48000,11427025296,238063
list-none-m,16,1000,1,48000,1784291303,37172
list-none-s,16,1000,1,48000,14261170784,297107
list-none-m,16,1000,1,48000,1918083812,39960
list-none-s,16,1000,1,48000,17032466921,354843
list-none-m,16,1000,1,48000,1605130026,33440
list-none-s,16,1000,1,48000,7225632324,150534
list-none-m,16,1000,1,48000,1386428075,28883
list-none-s,16,1000,1,48000,8612638776,179429
list-none-m,16,1000,1,48000,1865553670,38865
list-none-s,16,1000,1,48000,11659600381,242908
list-none-m,24,1000,1,72000,3813464567,52964
list-none-s,24,1000,1,72000,36614440707,508533
list-none-m,24,1000,1,72000,3627149281,50377
list-none-s,24,1000,1,72000,49767131100,691210
list-none-m,24,1000,1,72000,4147807875,57608
list-none-s,24,1000,1,72000,37998126478,527751
list-none-m,24,1000,1,72000,4131494351,57381
list-none-s,24,1000,1,72000,39663414735,550880
list-none-m,24,1000,1,72000,3540238479,49169
list-none-s,24,1000,1,72000,37739915523,524165
list-none-m,24,1000,1,72000,3926233125,54531
list-none-s,24,1000,1,72000,41536325185,576893
list-none-m,24,1000,1,72000,3656457202,50784
list-none-s,24,1000,1,72000,50761066284,705014
